code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,active_listening.l,active_learning.l,critical_thinking.l,monitoring.l,complex_problem_solving.l,time_management.l,social_perceptiveness.l,judgment_and_decision.l,systems_evaluation.l,programming.l,operations_analysis.l,problem_sensitivity.l,fluency_of_ideas.l,originality.l,deductive_reasoning.l,inductive_reasoning.l,information_ordering.l,written_expression.l,oral_expression.l,oral_comprehension.l,written_comprehension.l,freedom_to_make_decisions.l,installation.l,equipment_selection.l,equipment_maintenance.l,troubleshooting.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,visual_color_discrimination.l,exposed_to_hazardous_conditions.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,basic.science.l,therapy_and_counseling.l,medicine_and_dentistry.l,chemistry.l,biology.l,psychology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,exposed_to_radiation.l,physical_proximity.l,consequence_of_error.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,management_of_financial_resources.l,management_of_material_resources.l,management_of_personal_resources.l,coordination.l,administration_and_management.l,personnel_and_human_resources.l,responsibility_for_outcomes_and_results.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,resolving_conflicts_and_negotiating_with_others.l,coaching_and_developing_others.l,coordinating_the_work_and_activities_of_others.l,developing_and_building_teams.l,guiding_directing_and_motivating_subordinates.l,training_and_teaching_others.l,scheduling_work_and_activities.l,service_orientation.l,speech_recognition.l,face_to_face_discussions.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,coordinate_or_lead_others.l,deal_with_external_customers.l,work_with_work_group_or_team.l,frequency_of_decision_making.l,identifying_objectives_actions_and_events.l,getting_information.l,monitoring_processes_materials_or_surroundings.l,interpreting_the_meaning_of_information_for_others.l,providing_consultation_and_advice_to_others.l,analysing_data_or_information.l,evaluating_information_to_determine_compliance_with_standards.l,judging_the_qualities_of_objects_services_or_people.l,processing_information.l,developing_objectives_and_strategies.l,making_decisions_and_solving_problems.l,organizing_planning_and_prioritizing_work.l,thinking_creatively.l,updating_and_using_relevant_knowledge.l,documenting_recording_information.l,working_with_computers.l,negotiation.l,persuasion.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,level_of_competition.l,communicating_with_people_outside_the_organization.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,operations_monitoring.l,operation_and_control.l,time_sharing.l,selective_attention.l,explosive_strength.l,response_orientation.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,auditory_attention.l,hearing_sensitivity.l,far_vision.l,depth_perception.l,administrative.l,computers_and_electronics.l,electronic_mail.l,time_pressure.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,performing_administrative_activities.l,quality_control_analysis.l,technology_design.l,visualization.l,telecommunications.l,building_and_construction.l,engineering_and_technology.l,mechanical.l,design.l,public_safety_and_security.l,production_and_processing.l,physics.l,spent_time_climbing_ladders_scaffolds_or_poles.l,inspecting_equipment_structures_or_materials.l,drafting_laying_out_and_specifying_technical_devices_parts_and_equipment.l,basic.mathematics.l,systems_analysis.l,category_flexibility.l,perceptual_speed.l,flexibility_of_closure.l,speed_of_closure.l,number_facility.l,mathematical_reasoning.l,memorization.l,mathematics.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,sounds_noise_levels_are_distracting_or_uncomfortable.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,wear_specialized_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,learning_strategies.l,instructing.l,speech_clarity.l,english_language.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,education_and_training.l,geography.l,sociology_and_anthropology.l,public_speaking.l,dynamic_flexibility.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,responsible_for_others_health_and_safety.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,cramped_work_space_awkward_positions.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
17-2111,22870,11435,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,99040,Average,60,55.00000000000001,60,55.00000000000001,54,42,46,55.00000000000001,52,21,52,68,54,50,64,65,53,61,64,66,66,81,0,0,0,37,0,26,0,13,41,42,25,28.999999999999996,55.00000000000001,31,33,60,51,55.00000000000001,9,13,11,50,56.99999999999999,50,16,7.000000000000001,11,0,12,42,17,38,46,40,61,28.000000000000004,62,56.00000000000001,45,33,13,21,38,46,62,51,57.99999999999999,52,39,64,65,57.99999999999999,52,61,67,61,41,51,93,92,82,43,49,67,61,81,73,72,75,67,64,72,65,71,60,72,55.00000000000001,73,75,62,73,65,51,41,45,39,72,47,56.00000000000001,62,35,53,44,28.000000000000004,34,43,0,16,17,19,21,20,38,33,48,33,62,54,97,73,82,46,55.00000000000001,50,28.000000000000004,51,32,53,67,60,57.99999999999999,61,56.00000000000001,55.00000000000001,21,65,44,47,50,53,46,52,45,44,50,37,66,10,35,46,56.00000000000001,47,76,35,17,37,48,49,49,49,63,22,25,0,39,72,42,41,52,0,0,0,0,0,0,25,0,0,77,25,15,21,28.000000000000004,45,35,28.999999999999996,34,45
17-2112,293950,73487.5,Human Factors Engineers and Ergonomists,4,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Faster than average,63,61,63,59,59,43,52,61,56.99999999999999,34,54,59,59,55.00000000000001,70,66,56.99999999999999,66,70,71,70,82,0,21,0,30,0,18,0,7.000000000000001,32,17,0,0,45,20,32,21,39,64,6,10,5,57.99999999999999,35,28.999999999999996,13,0,0,0,0,24,5,28.999999999999996,26,16,41,8,36,37,33,9,28.999999999999996,28.999999999999996,41,50,52,48,61,44,32,63,65,57.99999999999999,57.99999999999999,50,71,55.00000000000001,45,54,89,91,79,33,45,68,61,78,62,70,78,68,66,80,75,63,59,73,54,73,76,74,78,59,52,41,43,25,60,44,55.00000000000001,73,41,56.99999999999999,30,11,30,41,0,0,0,0,5,0,28.999999999999996,20,45,25,56.00000000000001,50,100,69,73,48,50,43,54,56.99999999999999,15,18,71,38,56.99999999999999,43,50,35,8,53,39,56.99999999999999,54,59,39,43,41,55.00000000000001,59,37,63,0,31,28.999999999999996,45,22,44,12,3,18,36,50,54,54,67,0,15,0,35,76,0,52,44,0,0,0,0,0,0,14.000000000000002,0,0,69,13,11,16,42,36,33,25,10,32
17-2112,293950,73487.5,Industrial Engineers,4,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Faster than average,59,55.00000000000001,59,61,59,43,43,56.99999999999999,55.00000000000001,16,36,56.99999999999999,52,50,59,61,56.99999999999999,61,63,61,63,82,0,0,0,25,0,21,0,14.000000000000002,39,23,36,40,25,0,0,45,16,33,5,7.000000000000001,4,50,61,25,7.000000000000001,0,0,0,0,31,4,22,27,11,28.000000000000004,8,44,19,15,28.999999999999996,28.999999999999996,37,41,45,56.00000000000001,45,67,46,23,39,42,49,48,34,49,49,39,46,97,92,88,47,59,72,72,90,70,55.00000000000001,60,61,49,56.99999999999999,65,53,52,73,48,71,70,74,72,53,64,34,37,36,55.00000000000001,38,59,53,0,32,39,32,39,43,0,14.000000000000002,28.999999999999996,25,28.999999999999996,27,39,36,43,28.999999999999996,54,64,98,70,81,54,48,34,27,55.00000000000001,25,50,72,72,74,52,67,50,3,51,62,55.00000000000001,54,55.00000000000001,39,45,30,48,50,32,69,21,37,47,52,39,76,19,19,55.00000000000001,49,43,43,46,63,0,0,0,28.999999999999996,64,19,15,53,0,0,0,0,7.000000000000001,0,20,5,0,60,17,7.000000000000001,13,22,41,34,20,20,47
17-2112,293950,73487.5,Manufacturing Engineers,4,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Faster than average,59,64,56.99999999999999,66,61,55.00000000000001,50,66,64,36,55.00000000000001,63,59,59,70,63,59,63,68,70,70,75,43,52,45,52,43,34,32,28.999999999999996,48,28.000000000000004,45,50,54,23,0,47,23,40,14.000000000000002,6,7.000000000000001,56.00000000000001,53,36,14.000000000000002,0,0,0,0,44,5,24,30,16,21,4,54,22,22,26,52,50,55.00000000000001,52,62,47,60,48,40,54,55.00000000000001,54,62,54,55.00000000000001,55.00000000000001,41,52,97,91,81,49,52,72,34,82,59,65,66,67,54,63,65,56.99999999999999,62,74,54,71,72,70,70,62,64,45,52,37,41,37,53,48,16,47,55.00000000000001,46,36,54,9,21,36,32,36,36,43,41,54,36,53,68,100,66,80,39,47,55.00000000000001,56.99999999999999,56.99999999999999,26,43,76,74,70,49,70,62,11,57.99999999999999,73,64,66,63,54,56.99999999999999,52,64,66,45,73,20,36,51,63,48,82,20,30,56.99999999999999,48,55.00000000000001,54,52,63,0,18,0,37,61,22,17,40,0,13,25,20,27,18,32,16,0,72,16,9,16,30,38,32,25,19,43
17-2112,293950,73487.5,Validation Engineers,4,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Faster than average,56.99999999999999,52,59,56.99999999999999,56.99999999999999,45,43,52,48,14.000000000000002,56.99999999999999,59,45,45,63,59,56.99999999999999,59,59,63,63,79,0,0,0,32,0,20,0,20,34,24,33,33,63,0,16,47,25,31,3,5,5,59,49,19,0,0,0,0,0,25,1,21,26,8,16,5,30,15,15,12,14.000000000000002,28.999999999999996,41,45,56.99999999999999,46,51,50,36,62,61,57.99999999999999,56.99999999999999,53,62,56.00000000000001,41,50,92,86,78,39,53,65,59,86,57.99999999999999,74,74,78,68,73,76,83,66,86,51,72,72,56.99999999999999,75,66,57.99999999999999,39,41,28.999999999999996,65,26,43,62,21,40,46,30,41,43,0,11,27,11,27,11,30,30,41,25,61,61,97,75,91,65,47,45,18,43,28.999999999999996,20,72,57.99999999999999,61,40,65,49,8,69,44,52,52,55.00000000000001,41,43,34,50,55.00000000000001,30,69,11,31,28.999999999999996,50,30,57.99999999999999,11,18,51,36,45,45,45,62,0,0,0,30,66,22,13,43,0,0,0,0,0,0,25,0,0,48,14.000000000000002,7.000000000000001,15,25,34,23,21,13,25
17-2121,7380,7380,Marine Engineers and Naval Architects,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,93370,Slower than average,56.99999999999999,63,63,56.99999999999999,60,50,45,62,53,26,63,62,57.99999999999999,57.99999999999999,71,63,65,62,69,69,71,78,0,0,0,47,0,33,22,19,43,43,32,42,62,0,0,54,22,28.000000000000004,6,3,6,56.99999999999999,63,28.000000000000004,22,0,21,0,0,54,28.999999999999996,41,44,34,32,19,63,52,47,27,37,35,46,51,59,46,61,43,36,50,47,59,49,48,45,59,42,50,93,93,77,32,39,70,59,84,62,64,64,59,56.99999999999999,63,66,69,55.00000000000001,69,46,70,65,72,73,57.99999999999999,56.00000000000001,45,47,40,54,45,52,65,0,35,48,0,37,45,0,0,24,25,32,27,36,30,53,35,46,61,93,72,86,46,41,54,44,63,24,56.00000000000001,87,69,80,45,45,78,28.000000000000004,57.99999999999999,76,69,54,61,46,44,42,62,64,34,78,0,51,54,61,50,70,32,25,32,34,43,47,46,61,0,0,0,28.999999999999996,46,38,0,28.000000000000004,0,0,25,0,0,19,32,0,0,55.00000000000001,28.999999999999996,24,30,40,47,25,48,34,40
17-2131,21530,21530,Materials Engineers,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,98300,Average,59,64,61,55.00000000000001,56.99999999999999,45,45,55.00000000000001,50,25,56.99999999999999,61,55.00000000000001,56.99999999999999,68,61,55.00000000000001,70,68,68,70,80,0,27,13,28.999999999999996,14.000000000000002,32,30,20,45,48,49,48,68,0,20,83,28.999999999999996,22,3,3,17,47,44,40,0,0,0,0,0,24,1,19,18,5,14.000000000000002,6,37,17,19,22,37,39,45,46,59,46,67,56.00000000000001,48,56.00000000000001,67,63,63,65,67,64,43,45,92,80,72,28.999999999999996,43,63,51,86,48,76,74,79,72,69,82,64,66,77,65,80,70,83,83,72,62,45,45,36,54,44,62,71,46,56.00000000000001,45,28.999999999999996,30,43,0,7.000000000000001,34,11,30,27,30,28.999999999999996,45,28.999999999999996,47,66,100,63,78,30,56.00000000000001,52,41,55.00000000000001,20,35,78,63,70,36,69,78,10,71,60,56.99999999999999,54,68,45,46,39,54,66,32,76,16,38,44,43,47,81,28.000000000000004,22,64,47,52,55.00000000000001,50,69,12,17,0,38,61,24,0,45,0,0,13,0,0,0,9,0,0,68,16,7.000000000000001,13,22,39,23,19,23,33
17-2141,278240,92746.66666666667,Automotive Engineers,3,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Average,54,66,64,56.99999999999999,63,43,41,63,61,43,61,61,59,64,71,68,64,56.99999999999999,66,66,66,71,0,0,0,0,0,36,21,0,43,16,46,49,59,11,0,60,18,37,4,0,0,52,54,35,21,21,16,20,18,54,5,19,25,9,56.00000000000001,20,40,37,31,42,32,30,46,54,62,51,61,61,51,66,71,72,70,70,63,71,36,48,99,98,82,41,57.99999999999999,74,62,90,68,66,74,68,71,75,83,73,64,86,64,78,80,78,80,71,70,39,46,41,63,52,73,70,30,60,46,34,37,48,0,21,34,23,27,25,32,45,46,25,43,67,100,73,84,48,55.00000000000001,54,52,61,35,19,91,75,85,32,62,80,7.000000000000001,57.99999999999999,78,71,56.99999999999999,61,43,48,37,59,68,37,84,18,36,25,44,26,59,11,14.000000000000002,44,40,46,55.00000000000001,48,61,11,12,0,36,55.00000000000001,37,28.999999999999996,44,0,0,0,0,0,0,0,0,13,61,15,10,10,27,28.000000000000004,24,16,13,30
17-2141,278240,92746.66666666667,Fuel Cell Engineers,3,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Average,56.99999999999999,54,59,54,0,50,45,55.00000000000001,56.99999999999999,0,0,61,59,54,59,59,54,63,66,66,68,69,0,36,32,45,39,41,36,21,48,49,46,47,55.00000000000001,0,0,78,0,14.000000000000002,6,0,4,42,39,34,0,0,0,0,0,32,3,5,12,4,15,7.000000000000001,22,13,14.000000000000002,23,0,41,45,45,45,32,54,51,30,38,60,59,56.00000000000001,56.99999999999999,61,66,41,50,83,75,70,28.000000000000004,32,50,36,75,47,70,69,68,65,61,81,56.99999999999999,59,69,66,73,77,80,81,73,69,41,45,28.000000000000004,27,25,65,60,25,37,50,41,39,45,0,20,39,25,39,20,32,39,46,36,33,71,92,55.00000000000001,70,30,36,45,0,52,14.000000000000002,20,92,65,76,42,49,80,10,61,53,55.00000000000001,56.99999999999999,50,54,52,43,52,61,39,82,20,36,33,32,26,74,23,21,43,32,45,46,48,57.99999999999999,0,0,0,22,54,0,0,31,0,0,0,0,0,0,0,0,0,55.00000000000001,11,3,12,22,37,12,13,8,26
17-2141,278240,92746.66666666667,Mechanical Engineers,3,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Average,56.99999999999999,63,61,61,68,52,41,59,55.00000000000001,34,66,59,55.00000000000001,56.99999999999999,70,59,63,59,70,70,68,87,37,37,23,52,25,32,14.000000000000002,9,41,28.999999999999996,26,31,66,0,23,56.00000000000001,20,0,16,7.000000000000001,2,57.99999999999999,52,25,5,0,0,0,0,28.000000000000004,8,21,33,22,34,15,47,24,20,19,39,41,45,50,56.99999999999999,35,59,48,22,40,51,52,43,40,49,45,41,54,98,93,86,49,51,70,51,80,79,39,61,61,42,57.99999999999999,66,39,56.00000000000001,68,46,66,61,67,71,52,56.99999999999999,43,50,25,48,33,64,50,16,31,54,34,39,50,0,0,0,0,25,30,37,39,46,34,51,67,83,71,84,62,26,56.99999999999999,54,55.00000000000001,37,36,87,78,84,35,49,73,19,40,60,70,55.00000000000001,59,48,48,43,61,68,37,79,5,50,36,62,47,86,16,33,44,34,50,52,48,56.99999999999999,0,0,0,25,51,21,0,38,0,0,0,0,0,0,14.000000000000002,0,0,49,32,12,24,35,44,35,22,25,28.000000000000004
17-2151,7370,7370,"Mining and Geological Engineers, Including Mining Safety Engineers",1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,97090,Slower than average,56.99999999999999,59,64,64,63,55.00000000000001,46,66,61,43,59,64,56.99999999999999,55.00000000000001,70,66,59,66,66,71,70,79,0,36,0,27,0,20,0,13,36,30,14.000000000000002,14.000000000000002,56.99999999999999,0,0,46,26,22,5,7.000000000000001,7.000000000000001,48,48,27,21,0,9,0,0,38,11,46,43,28.999999999999996,56.99999999999999,18,55.00000000000001,47,28.000000000000004,26,54,46,52,54,59,37,60,48,27,60,56.99999999999999,69,53,51,60,67,37,55.00000000000001,95,83,74,38,43,67,41,81,66,67,69,67,67,70,75,71,60,78,57.99999999999999,75,75,65,75,63,61,46,48,40,42,35,54,60,28.999999999999996,42,48,28.999999999999996,34,50,0,0,5,5,0,23,27,30,54,32,60,57.99999999999999,98,64,77,62,51,50,41,56.99999999999999,21,46,81,38,66,43,55.00000000000001,59,11,40,56.99999999999999,66,56.99999999999999,59,46,55.00000000000001,48,54,63,39,74,0,31,56.00000000000001,59,52,63,18,17,31,37,48,50,54,64,13,0,0,25,50,56.99999999999999,0,28.000000000000004,0,0,0,0,0,0,18,0,0,55.00000000000001,17,12,13,32,36,30,31,28.000000000000004,42
17-2161,12670,12670,Nuclear Engineers,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,120380,Decline,63,59,68,56.99999999999999,63,50,48,55.00000000000001,55.00000000000001,16,66,70,55.00000000000001,52,63,61,59,70,71,71,71,64,0,14.000000000000002,14.000000000000002,41,14.000000000000002,0,16,0,41,31,42,40,63,0,15,74,40,25,1,1,55.00000000000001,46,73,24,0,0,0,0,0,31,2,20,30,21,24,11,43,31,28.000000000000004,21,27,32,43,52,56.00000000000001,36,59,44,35,49,54,55.00000000000001,56.99999999999999,50,57.99999999999999,67,41,48,95,93,75,27,38,56.99999999999999,43,83,57.99999999999999,74,80,71,69,63,80,78,67,82,52,77,71,69,69,66,63,43,43,32,37,26,50,65,28.000000000000004,32,56.99999999999999,30,45,46,0,0,14.000000000000002,0,27,9,32,32,46,30,45,68,100,68,86,39,44,50,39,43,24,52,93,62,76,52,46,83,16,83,65,61,55.00000000000001,56.99999999999999,48,50,41,55.00000000000001,59,39,83,7.000000000000001,25,31,44,32,57.99999999999999,38,12,50,33,46,45,48,57.99999999999999,14.000000000000002,0,0,35,56.99999999999999,27,0,39,0,0,0,0,0,0,11,0,0,83,12,4,11,28.999999999999996,26,24,20,14.000000000000002,32
17-2171,22100,22100,Petroleum Engineers,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,130850,Average,56.99999999999999,55.00000000000001,63,55.00000000000001,59,54,52,55.00000000000001,55.00000000000001,16,25,56.99999999999999,56.99999999999999,55.00000000000001,56.99999999999999,56.99999999999999,56.99999999999999,66,66,59,66,73,13,14.000000000000002,0,28.999999999999996,0,21,0,0,39,24,0,0,56.99999999999999,0,0,63,24,16,5,0,4,28.999999999999996,44,34,0,0,0,0,0,28.999999999999996,1,18,28.000000000000004,9,49,11,28.000000000000004,30,18,0,36,41,50,54,59,35,70,56.00000000000001,37,65,45,69,52,54,39,57.99999999999999,43,46,100,95,89,25,46,82,55.00000000000001,97,73,72,73,68,65,78,76,60,64,78,66,75,80,77,75,65,62,48,45,50,44,33,63,64,33,49,45,28.999999999999996,41,43,0,0,18,9,0,0,28.999999999999996,32,43,28.999999999999996,54,56.99999999999999,100,67,71,47,48,37,32,46,0,16,75,47,53,31,28.999999999999996,65,6,44,56.00000000000001,56.99999999999999,55.00000000000001,56.99999999999999,43,43,43,46,55.00000000000001,28.999999999999996,72,0,32,37,30,28.000000000000004,43,5,13,0,13,43,43,46,55.00000000000001,0,0,0,28.000000000000004,45,43,0,38,0,0,0,0,0,0,9,0,0,65,7.000000000000001,7.000000000000001,5,25,28.999999999999996,24,10,6,16
17-2199,151940,18992.5,"Energy Engineers, Except Wind and Solar",8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,56.99999999999999,55.00000000000001,59,55.00000000000001,56.99999999999999,48,50,56.99999999999999,54,18,55.00000000000001,59,52,52,59,59,56.99999999999999,55.00000000000001,59,68,66,79,0,0,0,23,0,18,0,0,41,32,28.000000000000004,32,63,0,0,48,27,36,7.000000000000001,10,0,41,39,27,0,0,0,0,0,26,1,30,36,30,39,2,51,33,28.999999999999996,18,32,34,43,48,66,45,67,55.00000000000001,49,59,66,66,57.99999999999999,57.99999999999999,60,65,43,55.00000000000001,86,93,84,35,49,62,64,81,60,60,71,66,62,73,78,60,59,71,61,78,71,77,75,56.99999999999999,59,43,43,55.00000000000001,65,55.00000000000001,56.99999999999999,68,38,56.99999999999999,39,27,39,45,0,0,18,7.000000000000001,0,0,28.999999999999996,30,43,25,49,54,98,59,74,43,50,36,30,52,23,67,79,64,65,43,21,60,23,56.00000000000001,49,59,56.99999999999999,54,43,45,36,56.99999999999999,56.99999999999999,36,70,0,22,26,47,31,47,8,7.000000000000001,25,27,43,43,54,59,14.000000000000002,15,0,38,52,38,22,39,0,0,0,0,0,0,13,0,0,60,19,9,18,22,34,25,22,13,39
17-2199,151940,18992.5,Mechatronics Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,54,55.00000000000001,59,54,59,54,45,56.99999999999999,54,0,0,61,50,56.99999999999999,64,63,52,63,63,64,63,82,0,0,0,0,0,32,11,16,39,30,31,30,0,0,0,50,0,32,5,1,1,61,54,22,0,0,0,0,0,30,6,23,16,16,30,15,39,19,26,30,0,0,46,46,52,39,63,43,38,39,43,45,43,40,46,48,41,50,85,91,86,37,46,85,49,90,66,48,68,52,51,62,59,50,41,65,47,71,72,79,80,49,66,41,43,30,35,33,54,52,15,52,50,43,39,45,0,20,28.999999999999996,21,28.999999999999996,20,39,37,43,36,40,76,100,70,78,32,40,0,0,52,25,33,88,75,84,26,68,67,14.000000000000002,53,82,55.00000000000001,55.00000000000001,46,39,41,37,48,55.00000000000001,37,73,20,14.000000000000002,17,60,30,53,7.000000000000001,10,63,35,48,43,43,56.00000000000001,0,0,0,24,37,0,0,32,0,0,0,0,0,0,0,0,0,37,12,4,12,15,30,22,24,8,41
17-2199,151940,18992.5,Microsystems Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,61,55.00000000000001,59,54,61,52,48,54,55.00000000000001,36,0,61,56.99999999999999,56.99999999999999,64,63,59,64,64,68,66,86,0,34,23,34,25,41,39,21,46,27,61,42,55.00000000000001,0,14.000000000000002,55.00000000000001,31,0,9,6,12,44,40,36,0,0,0,0,0,18,6,24,19,15,27,6,36,28.000000000000004,25,17,32,34,41,45,57.99999999999999,43,62,44,33,43,50,38,44,44,41,55.00000000000001,43,52,93,85,73,28.000000000000004,31,79,57.99999999999999,87,56.99999999999999,61,73,66,57.99999999999999,57.99999999999999,63,64,43,74,53,71,69,75,79,62,66,46,43,33,46,32,55.00000000000001,57.99999999999999,0,33,48,39,46,48,13,0,37,18,43,16,36,39,39,32,39,86,94,56.99999999999999,80,48,31,50,37,52,43,0,88,62,74,39,54,77,12,54,72,55.00000000000001,56.99999999999999,56.99999999999999,48,50,43,55.00000000000001,54,46,81,18,47,31,39,17,35,13,10,55.00000000000001,50,48,50,52,64,0,0,0,34,30,20,0,40,0,0,18,0,16,0,27,0,0,46,18,3,9,37,35,12,24,9,42
17-2199,151940,18992.5,Nanosystems Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,55.00000000000001,71,64,59,61,52,46,55.00000000000001,50,39,0,63,59,61,73,70,61,66,71,77,77,80,0,0,32,37,32,46,37,27,39,50,59,54,68,9,30,77,56.99999999999999,25,6,12,19,50,49,33,0,0,0,0,0,10,2,19,8,2,5,1,10,8,7.000000000000001,25,0,32,45,48,55.00000000000001,38,60,59,40,51,60,57.99999999999999,56.99999999999999,63,65,64,41,52,88,84,72,25,33,57.99999999999999,39,82,41,76,73,80,72,72,87,57.99999999999999,61,86,64,80,68,83,86,72,67,43,48,28.999999999999996,33,33,75,72,33,49,36,30,34,48,7.000000000000001,0,0,23,46,20,30,23,39,28.999999999999996,36,70,99,56.99999999999999,81,36,43,54,0,0,36,22,86,57.99999999999999,66,39,60,80,5,66,67,73,50,68,43,52,45,61,66,43,83,14.000000000000002,45,48,41,28.999999999999996,78,43,26,71,51,52,48,52,60,7.000000000000001,0,0,28.999999999999996,57.99999999999999,18,17,44,0,0,23,0,13,0,28.999999999999996,0,0,75,11,1,10,30,38,21,15,7.000000000000001,30
17-2199,151940,18992.5,Photonics Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,59,71,68,52,56.99999999999999,43,39,56.99999999999999,54,39,55.00000000000001,59,61,66,73,64,63,66,70,70,71,75,0,50,32,46,43,43,36,11,43,27,56.99999999999999,44,56.99999999999999,0,12,48,19,0,7.000000000000001,1,15,47,56.99999999999999,31,0,0,20,0,0,16,1,27,6,3,9,4,21,10,13,20,20,28.999999999999996,36,45,42,21,48,50,34,50,52,54,50,48,51,57.99999999999999,37,50,96,81,84,31,40,60,45,90,35,67,72,63,66,63,81,57.99999999999999,48,81,52,77,64,78,77,70,66,37,39,22,35,30,64,60,16,40,50,43,32,43,0,16,45,16,43,14.000000000000002,23,32,50,37,35,75,99,56.99999999999999,85,35,34,56.99999999999999,55.00000000000001,59,41,12,93,57.99999999999999,76,28.000000000000004,48,83,7.000000000000001,56.99999999999999,75,70,56.99999999999999,66,45,52,43,61,70,39,82,11,37,20,34,28.000000000000004,51,27,14.000000000000002,63,50,46,50,52,55.00000000000001,0,0,0,28.000000000000004,34,16,0,41,0,0,0,0,5,0,14.000000000000002,0,0,45,12,4,14.000000000000002,22,28.999999999999996,19,22,11,27
17-2199,151940,18992.5,Robotics Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,56.99999999999999,64,66,55.00000000000001,59,56.99999999999999,50,59,59,55.00000000000001,56.99999999999999,64,59,66,68,64,64,66,66,70,71,81,46,59,54,55.00000000000001,54,52,43,27,50,41,70,62,54,0,15,49,22,19,4,0,1,55.00000000000001,63,41,14.000000000000002,7.000000000000001,11,5,5,24,3,25,28.999999999999996,14.000000000000002,28.000000000000004,11,49,25,23,33,37,32,52,54,50,33,61,54,27,57.99999999999999,59,64,56.00000000000001,53,59,69,32,48,95,87,74,33,48,63,50,86,64,69,67,74,62,65,70,64,55.00000000000001,77,56.99999999999999,72,74,84,84,69,72,41,48,33,49,39,61,60,21,41,54,48,41,45,7.000000000000001,20,46,34,43,43,37,41,50,37,46,81,98,73,88,40,42,61,59,66,49,35,88,80,83,46,56.00000000000001,72,9,59,80,66,56.99999999999999,55.00000000000001,54,55.00000000000001,48,56.99999999999999,68,43,79,37,45,34,61,51,72,18,38,76,54,54,50,43,61,0,0,0,31,61,0,0,45,0,0,27,0,9,0,28.999999999999996,0,7.000000000000001,73,18,10,25,25,42,23,25,14.000000000000002,37
