code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,installation.l,equipment_selection.l,equipment_maintenance.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,therapy_and_counseling.l,medicine_and_dentistry.l,biology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,physical_proximity.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,deal_with_external_customers.l,work_with_work_group_or_team.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,explosive_strength.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,administrative.l,computers_and_electronics.l,electronic_mail.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,building_and_construction.l,engineering_and_technology.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,geography.l,sociology_and_anthropology.l,public_speaking.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
11-9121,74760,24920,Water Resource Specialists,3,"Agriculture, Food & Natural Resources",Bachelor's degree,None,137900,Average,21,37,59,0,0,0,0,21,0,0,22,21,0,0,62,8,8,41,33,0,0,0,0,0,31,1,18,26,8,48,12,39,45,31,24,44,50,44,95,76,34,47,65,87,72,81,68,46,60,54,53,48,0,20,9,0,0,33,70,98,74,28.000000000000004,59,89,77,27,54,54,48,0,22,22,17,37,7.000000000000001,25,27,31,0,0,36,73,25,42,0,0,0,0,0,11,0,0,11,5,9,19,28.999999999999996,23,18,34
11-9131,12750,12750,Postmasters and Mail Superintendents,1,Government & Public Administration,High school diploma or equivalent,Moderate-term on-the-job training,80250,Decline,13,30,52,0,0,0,0,23,0,9,22,21,28.999999999999996,14.000000000000002,0,26,17,56.00000000000001,40,0,0,0,0,0,52,1,20,38,1,50,6,31,46,6,30,55.00000000000001,56.00000000000001,63,96,99,82,79,89,92,48,56.99999999999999,52,41,68,43,55.00000000000001,49,11,7.000000000000001,13,5,13,65,64,97,79,68,17,32,25,66,36,41,41,13,20,49,5,10,40,36,43,12,19,0,41,34,22,70,9,7.000000000000001,20,11,5,28.999999999999996,21,13,17,6,12,35,54,49,16,38
11-9141,234680,234680,"Property, Real Estate, and Community Association Managers",1,Marketing,High school diploma or equivalent,None,59230,Slower than average,7.000000000000001,27,56.99999999999999,0,0,0,0,9,0,7.000000000000001,18,17,16,0,15,23,4,44,36,0,0,0,0,0,19,0,5,23,11,59,3,41,51,26,19,60,66,59,99,93,68,65,78,79,42,57.99999999999999,48,65,84,57.99999999999999,56.00000000000001,54,0,5,5,0,0,69,59,99,73,48,52,33,26,20,43,43,41,0,19,22,12,19,4,15,19,9,20,0,39,28.000000000000004,20,38,0,0,0,0,0,16,0,0,14.000000000000002,5,11,21,34,28.999999999999996,9,24
11-9151,156400,156400,Social and Community Service Managers,1,Human Services,Bachelor's degree,None,74000,Much faster than average,13,48,59,0,0,0,0,27,9,9,0,0,64,21,13,28.000000000000004,26,42,67,0,0,0,0,0,24,0,6,14.000000000000002,0,56.99999999999999,0,8,17,7.000000000000001,18,62,36,46,100,92,69,63,78,93,52,56.99999999999999,54,43,85,42,61,30,0,18,11,18,0,64,52,100,80,61,17,16,15,28.000000000000004,45,48,48,0,39,15,3,0,5,11,28.000000000000004,13,43,11,41,23,59,50,0,5,0,0,0,13,5,0,9,1,8,26,37,22,12,25
11-9161,10320,10320,Emergency Management Directors,1,Government & Public Administration,Bachelor's degree,None,76730,Average,9,46,63,0,0,0,0,16,13,18,16,17,36,27,26,26,15,52,59,28.999999999999996,13,14.000000000000002,14.000000000000002,13,49,5,34,36,12,63,14.000000000000002,41,43,35,38,61,72,57.99999999999999,94,91,48,55.00000000000001,86,91,57.99999999999999,59,50,45,81,47,71,67,0,21,21,25,21,57.99999999999999,59,99,69,44,34,31,19,25,45,39,39,16,32,30,21,35,3,21,37,39,34,0,53,59,47,56.99999999999999,0,5,0,0,0,21,0,0,18,13,14.000000000000002,32,30,36,21,33
11-9171,12710,12710,Funeral Home Managers,1,Human Services,Associate's degree,None,74000,Slower than average,11,0,52,0,0,0,0,34,27,0,0,25,41,33,38,11,56.00000000000001,60,78,20,16,16,18,18,31,2,18,45,1,80,13,47,63,31,36,56.99999999999999,48,42,94,92,57.99999999999999,49,84,80,43,56.99999999999999,47,41,81,40,76,57.99999999999999,0,28.999999999999996,34,30,14.000000000000002,64,55.00000000000001,91,78,50,19,15,17,26,37,39,41,13,21,31,3,34,2,34,72,25,59,0,41,35,42,56.00000000000001,14.000000000000002,13,16,21,14.000000000000002,25,16,9,18,5,6,16,53,33,11,50
11-9179,7350,3675,Fitness and Wellness Coordinators,2,Education & Training,Bachelor's degree,Long-term on-the-job training,60360,Average,13,14.000000000000002,56.99999999999999,0,20,9,0,28.999999999999996,28.999999999999996,28.999999999999996,17,22,41,36,40,16,14.000000000000002,66,56.99999999999999,5,0,0,0,0,19,2,6,10,0,22,1,26,25,19,8,51,60,61,96,89,47,48,69,75,46,49,45,41,68,62,60,64,34,16,37,30,13,59,46,98,43,21,8,17,12,17,37,41,37,7.000000000000001,25,11,0,7.000000000000001,11,28.000000000000004,48,8,26,15,48,13,42,52,27,41,37,39,32,46,39,0,27,20,16,25,46,31,8,54
11-9179,7350,3675,Spa Managers,2,Human Services,Postsecondary nondegree award,Moderate-term on-the-job training,60360,Average,11,0,55.00000000000001,0,0,0,0,30,18,9,0,19,37,0,14.000000000000002,4,11,82,63,0,0,0,0,0,14.000000000000002,0,32,1,1,10,0,3,2,2,17,62,56.99999999999999,46,98,100,55.00000000000001,54,91,96,36,56.99999999999999,51,49,75,56.00000000000001,71,59,0,18,20,27,11,71,45,78,75,59,0,0,0,20,41,43,45,13,35,6,0,16,0,28.000000000000004,46,0,0,0,43,0,17,22,13,14.000000000000002,18,20,14.000000000000002,32,16,16,20,15,10,49,47,39,12,41
11-9199,497890,82981.66666666667,Brownfield Redevelopment Specialists and Site Managers,6,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,124650,Average,11,43,61,0,0,0,0,25,0,11,15,14.000000000000002,0,0,62,5,4,42,28.999999999999996,11,0,0,0,0,28.000000000000004,7.000000000000001,17,28.999999999999996,9,44,8,36,50,28.999999999999996,25,35,63,37,90,83,26,40,74,77,60,69,45,37,75,49,63,52,0,7.000000000000001,5,0,0,56.00000000000001,55.00000000000001,98,68,38,39,62,45,18,55.00000000000001,52,55.00000000000001,0,25,44,24,50,7.000000000000001,21,36,31,0,0,31,57.99999999999999,35,33,0,0,0,0,0,14.000000000000002,0,0,10,7.000000000000001,11,25,28.999999999999996,23,18,34
11-9199,497890,82981.66666666667,Compliance Managers,6,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,124650,Average,13,20,61,0,0,0,0,18,11,7.000000000000001,12,13,32,18,17,30,13,54,51,0,0,0,0,0,32,3,11,16,4,34,6,19,19,7.000000000000001,24,62,28.000000000000004,30,95,92,55.00000000000001,61,73,94,62,73,56.00000000000001,42,75,28.000000000000004,52,39,0,13,0,11,0,71,59,100,91,71,15,26,19,30,32,30,32,0,51,25,2,14.000000000000002,9,26,28.000000000000004,16,24,0,40,28.000000000000004,28.000000000000004,47,0,0,0,0,0,16,0,7.000000000000001,19,4,11,32,36,37,8,23
11-9199,497890,82981.66666666667,Loss Prevention Managers,6,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,124650,Average,11,32,56.99999999999999,0,0,0,0,27,27,7.000000000000001,27,21,31,17,10,44,16,57.99999999999999,55.00000000000001,0,0,0,0,0,31,0,25,23,25,53,10,35,32,24,27,60,57.99999999999999,55.00000000000001,95,96,62,74,75,85,44,63,52,40,65,34,44,57.99999999999999,20,21,30,16,18,56.99999999999999,56.99999999999999,100,73,50,40,36,38,28.000000000000004,39,43,41,0,24,28.000000000000004,22,33,8,19,36,0,19,0,40,28.999999999999996,40,49,27,18,28.999999999999996,27,20,30,28.999999999999996,20,16,11,17,33,39,33,10,48
11-9199,497890,82981.66666666667,Regulatory Affairs Managers,6,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,124650,Average,11,52,61,0,0,0,0,16,0,7.000000000000001,13,0,17,45,60,3,5,43,27,0,0,0,0,0,23,1,3,2,1,13,0,11,4,3,0,52,59,62,98,83,41,59,59,89,73,80,47,16,43,35,19,56.00000000000001,0,0,0,0,0,65,56.00000000000001,100,89,55.00000000000001,0,44,41,49,41,37,36,0,21,8,1,14.000000000000002,4,16,25,0,0,0,38,31,16,37,0,0,0,0,5,16,0,0,6,3,5,47,22,17,2,13
11-9199,497890,82981.66666666667,Wind Energy Development Managers,6,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,124650,Average,18,0,54,0,0,0,0,13,0,27,8,0,0,0,20,4,1,44,32,0,0,0,0,0,45,5,9,23,10,50,2,33,33,20,23,43,65,36,96,75,37,52,70,84,48,64,43,55.00000000000001,61,43,64,60,0,0,0,0,0,53,53,96,65,32,66,65,63,41,50,45,50,0,23,11,11,32,4,19,39,27,19,0,43,56.00000000000001,22,44,0,0,0,0,0,25,0,0,9,1,3,28.000000000000004,30,18,16,44
11-9199,497890,82981.66666666667,Wind Energy Operations Managers,6,Business Management & Administration,Postsecondary nondegree award,Moderate-term on-the-job training,124650,Average,18,32,56.99999999999999,0,32,32,30,32,32,28.999999999999996,72,80,30,23,22,6,2,62,54,27,18,27,20,18,43,10,56.99999999999999,64,69,89,35,81,75,71,49,57.99999999999999,68,67,100,88,34,54,53,89,46,63,51,48,52,26,46,44,21,34,32,32,34,61,54,76,72,52,44,69,50,49,46,43,43,21,44,48,63,93,21,75,78,16,0,0,32,31,16,57.99999999999999,27,32,18,27,16,30,20,0,28.000000000000004,23,28.000000000000004,36,37,33,54,82
13-1011,12480,12480,"Agents and Business Managers of Artists, Performers, and Athletes",1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,78410,Much faster than average,7.000000000000001,18,56.99999999999999,0,0,0,0,14.000000000000002,0,0,0,0,14.000000000000002,0,0,6,3,42,32,0,0,0,0,0,16,2,7.000000000000001,8,2,8,0,4,5,5,0,51,40,16,100,97,51,57.99999999999999,48,79,45,34,52,49,68,67,39,64,0,0,0,0,0,65,56.00000000000001,100,86,47,0,0,0,16,28.999999999999996,32,36,0,19,6,0,0,0,0,23,16,0,54,54,28.999999999999996,33,25,0,0,0,0,0,16,0,0,1,0,1,26,19,15,0,0
13-1021,439000,146333.33333333334,"Buyers and Purchasing Agents, Farm Products",3,"Agriculture, Food & Natural Resources",Bachelor's degree,Long-term on-the-job training,63470,Decline,11,25,46,0,0,0,0,28.999999999999996,20,0,12,0,17,13,28.999999999999996,6,2,51,33,0,0,0,0,0,60,2,28.000000000000004,14.000000000000002,16,36,13,45,30,26,15,38,59,36,100,95,43,55.00000000000001,79,91,39,62,43,59,67,56.99999999999999,48,56.00000000000001,0,20,20,21,0,60,65,99,85,80,30,43,36,57.99999999999999,43,46,48,0,28.000000000000004,31,12,28.999999999999996,6,30,21,24,0,0,33,45,20,25,7.000000000000001,7.000000000000001,7.000000000000001,20,7.000000000000001,23,16,0,13,4,8,30,27,18,14.000000000000002,28.999999999999996
13-1021,439000,146333.33333333334,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3,Manufacturing,Bachelor's degree,Long-term on-the-job training,63470,Decline,0,34,55.00000000000001,0,0,0,0,11,5,0,10,0,23,10,16,8,0,37,38,0,0,0,0,0,44,0,4,14.000000000000002,7.000000000000001,33,6,26,15,22,14.000000000000002,47,61,50,99,84,54,59,71,88,44,64,44,52,75,41,42,50,0,0,0,7.000000000000001,0,70,57.99999999999999,99,86,64,28.000000000000004,43,36,55.00000000000001,41,45,46,0,19,19,11,26,7.000000000000001,15,27,14.000000000000002,28.999999999999996,0,39,37,25,35,0,0,0,0,0,11,0,0,10,2,4,40,26,21,6,19
13-1021,439000,146333.33333333334,"Wholesale and Retail Buyers, Except Farm Products",3,Marketing,Postsecondary nondegree award,Moderate-term on-the-job training,63470,Decline,13,28.999999999999996,52,0,0,0,0,28.999999999999996,21,9,0,0,0,0,0,8,10,57.99999999999999,40,0,0,0,0,0,25,0,10,21,7.000000000000001,27,8,30,9,5,14.000000000000002,20,61,30,100,96,55.00000000000001,60,71,82,32,55.00000000000001,51,47,64,63,33,48,0,0,16,27,0,56.99999999999999,59,100,76,78,21,22,17,33,48,48,52,0,36,23,14.000000000000002,12,2,27,52,0,0,0,39,0,12,35,0,11,0,18,11,27,11,5,14.000000000000002,2,8,64,37,23,9,39
13-1031,278140,278140,"Claims Adjusters, Examiners, and Investigators",1,Finance,High school diploma or equivalent,Long-term on-the-job training,65080,Decline,9,0,54,0,0,0,0,28.999999999999996,16,0,0,0,28.000000000000004,30,0,9,3,50,38,0,0,0,0,0,27,0,13,13,14.000000000000002,30,1,16,23,6,0,27,47,0,100,93,71,81,84,75,43,68,52,37,83,25,54,32,0,12,0,19,0,59,49,100,93,83,36,0,18,25,44,46,46,0,49,13,6,3,14.000000000000002,15,20,0,18,0,34,18,24,25,0,0,0,0,0,0,0,0,15,5,7.000000000000001,67,25,17,7.000000000000001,17
13-1032,11430,11430,"Insurance Appraisers, Auto Damage",1,Finance,Postsecondary nondegree award,Moderate-term on-the-job training,62680,Little or no change,0,20,54,0,9,11,13,21,20,0,34,0,0,0,0,20,12,41,46,20,13,21,14.000000000000002,16,28.000000000000004,0,38,55.00000000000001,13,85,16,50,78,39,30,14.000000000000002,44,19,100,99,65,72,98,69,37,64,52,25,83,21,75,39,5,25,21,27,11,51,55.00000000000001,100,85,70,0,0,20,28.000000000000004,39,36,36,11,62,57.99999999999999,34,32,7.000000000000001,27,28.999999999999996,0,0,0,24,0,0,19,0,14.000000000000002,11,11,13,16,5,0,37,17,32,64,32,23,32,38
13-1041,334340,47762.857142857145,Compliance Officers,7,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,16,18,56.99999999999999,0,0,0,0,28.999999999999996,23,14.000000000000002,18,17,27,0,0,36,51,70,37,28.999999999999996,18,28.999999999999996,21,21,24,7.000000000000001,60,48,9,66,14.000000000000002,37,63,32,25,14.000000000000002,24,16,87,95,76,64,94,85,44,71,51,16,69,0,65,26,13,34,28.999999999999996,27,28.999999999999996,53,57.99999999999999,74,87,74,0,7.000000000000001,0,0,32,39,34,18,45,55.00000000000001,36,32,18,34,36,0,25,0,28.000000000000004,0,30,35,25,28.999999999999996,25,21,18,28.999999999999996,25,5,38,11,24,64,37,30,31,42
13-1041,334340,47762.857142857145,Coroners,7,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,7.000000000000001,9,59,0,9,0,0,45,43,9,12,14.000000000000002,48,66,55.00000000000001,25,69,76,69,13,11,16,11,11,35,5,50,53,20,85,23,66,66,45,39,54,48,50,96,85,50,51,89,80,56.00000000000001,56.00000000000001,46,26,74,8,68,17,0,41,39,45,21,60,59,98,89,60,0,13,12,16,36,37,36,9,46,63,34,74,4,36,66,20,38,0,41,38,54,39,9,32,20,34,25,32,25,0,31,20,25,30,46,28.999999999999996,31,56.00000000000001
13-1041,334340,47762.857142857145,Customs Brokers,7,Business Management & Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,20,11,54,0,0,0,0,18,0,0,17,0,0,0,0,10,1,54,28.999999999999996,0,0,0,0,0,59,1,4,9,1,24,8,19,10,9,0,41,48,53,100,93,63,56.00000000000001,71,80,52,67,63,56.00000000000001,62,43,37,45,0,0,0,0,0,72,64,100,96,83,0,17,13,30,43,43,43,0,28.999999999999996,9,9,6,28.000000000000004,24,26,12,14.000000000000002,0,42,60,14.000000000000002,33,0,0,0,0,0,9,0,0,6,1,3,44,19,16,1,11
13-1041,334340,47762.857142857145,Environmental Compliance Inspectors,7,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,16,36,68,0,0,0,0,34,25,7.000000000000001,21,19,0,14.000000000000002,51,11,19,56.00000000000001,28.999999999999996,27,18,14.000000000000002,13,13,24,3,31,45,20,65,1,64,70,53,28.000000000000004,24,27,31,99,86,45,50,81,75,49,67,46,14.000000000000002,59,12,60,31,0,36,28.999999999999996,27,25,44,59,99,75,57.99999999999999,37,44,31,28.999999999999996,45,46,43,21,25,64,35,71,5,19,34,14.000000000000002,13,0,33,40,14.000000000000002,28.999999999999996,13,14.000000000000002,14.000000000000002,27,18,28.999999999999996,18,7.000000000000001,18,10,13,21,41,38,25,48
13-1041,334340,47762.857142857145,Equal Opportunity Representatives and Officers,7,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,21,27,64,0,0,0,0,25,0,11,0,0,42,11,0,24,3,41,39,0,0,0,0,0,15,1,6,9,1,23,0,13,12,5,0,65,20,27,97,86,62,67,74,67,68,76,56.00000000000001,22,71,25,67,44,0,0,0,0,0,56.99999999999999,48,98,83,50,0,0,0,16,39,45,43,0,37,15,0,1,9,16,18,33,42,0,41,13,62,39,0,0,0,0,0,14.000000000000002,0,0,8,1,4,46,23,22,1,16
13-1041,334340,47762.857142857145,Government Property Inspectors and Investigators,7,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,18,18,56.99999999999999,0,0,0,0,34,30,14.000000000000002,0,0,0,0,40,31,25,52,22,36,20,28.999999999999996,21,23,34,0,26,38,16,78,7.000000000000001,51,71,40,39,43,42,0,96,94,65,75,86,84,52,63,57.99999999999999,35,82,33,59,33,9,32,32,34,25,69,64,90,86,57.99999999999999,62,60,56.00000000000001,28.999999999999996,45,43,43,23,28.999999999999996,47,7.000000000000001,42,15,12,48,16,15,0,40,31,28.000000000000004,24,18,21,25,27,16,30,20,14.000000000000002,19,6,13,28.999999999999996,43,31,22,51
13-1041,334340,47762.857142857145,Regulatory Affairs Specialists,7,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,71650,Average,20,37,59,0,0,0,0,23,0,0,6,0,0,41,55.00000000000001,7.000000000000001,1,55.00000000000001,24,0,0,0,0,0,13,0,4,1,0,4,0,9,1,1,0,28.999999999999996,34,49,86,80,34,46,38,86,67,65,48,13,40,26,16,46,0,0,0,0,0,59,51,99,79,57.99999999999999,0,36,21,44,41,41,43,0,23,8,0,5,6,0,7.000000000000001,0,0,0,40,23,11,35,0,0,0,0,0,13,0,0,3,1,0,50,19,11,5,9
13-1051,208950,208950,Cost Estimators,1,Architecture & Construction,Bachelor's degree,Moderate-term on-the-job training,65170,Little or no change,23,34,55.00000000000001,0,0,0,0,18,0,13,0,0,0,0,0,2,2,44,20,0,0,0,0,0,28.999999999999996,5,19,23,23,19,8,27,27,16,12,44,51,39,92,81,31,43,61,80,59,73,57.99999999999999,56.99999999999999,60,45,28.000000000000004,46,0,0,0,0,0,47,64,100,88,63,68,66,51,49,61,61,61,0,24,12,15,31,11,14.000000000000002,17,0,0,0,34,32,14.000000000000002,44,0,0,0,0,0,16,0,0,13,7.000000000000001,14.000000000000002,39,25,16,9,18
13-1071,740830,740830,Human Resources Specialists,1,Business Management & Administration,Bachelor's degree,None,62290,Faster than average,9,0,55.00000000000001,0,0,0,0,20,7.000000000000001,5,0,0,27,0,0,30,5,41,52,0,0,0,0,0,0,0,21,4,0,35,1,4,12,11,0,81,37,46,100,94,60,73,68,93,36,56.00000000000001,50,17,53,15,43,27,0,5,0,7.000000000000001,0,75,40,100,84,72,0,0,0,0,28.999999999999996,34,32,0,60,16,0,4,0,11,23,0,27,0,36,0,15,57.99999999999999,0,0,0,0,0,18,0,0,21,16,15,63,24,19,1,12
13-1074,440,440,Farm Labor Contractors,1,"Agriculture, Food & Natural Resources",No formal educational credential,Short-term on-the-job training,47770,Faster than average,7.000000000000001,0,43,0,0,0,0,21,36,0,0,0,19,25,0,10,1,66,40,23,14.000000000000002,21,21,28.999999999999996,25,1,37,61,5,77,39,49,79,48,42,60,42,26,89,87,44,48,40,67,16,40,34,44,51,0,0,32,0,43,43,34,34,31,27,52,82,87,0,16,0,52,30,30,27,34,36,63,38,21,38,0,37,0,0,0,32,0,0,26,16,21,28.999999999999996,30,21,36,30,28.999999999999996,20,6,6,22,48,45,36,40
13-1075,63810,63810,Labor Relations Specialists,1,Business Management & Administration,Bachelor's degree,None,77010,Decline,7.000000000000001,0,61,0,0,0,0,0,0,16,0,0,41,0,0,23,1,51,41,0,0,0,0,0,20,4,5,14.000000000000002,4,46,4,31,15,13,18,74,46,44,98,90,70,76,54,78,57.99999999999999,66,45,45,60,31,46,67,0,0,0,0,0,51,48,96,74,26,0,11,0,25,39,41,41,0,19,9,6,16,3,19,18,22,30,0,49,12,41,53,0,0,0,0,0,23,0,0,9,10,8,24,31,20,5,19
13-1081,189320,63106.666666666664,Logisticians,3,"Transportation, Distribution & Logistics",Bachelor's degree,None,77030,Much faster than average,25,56.99999999999999,55.00000000000001,0,0,0,0,27,0,7.000000000000001,22,23,18,0,17,13,8,57.99999999999999,31,0,0,0,0,0,70,1,22,27,13,36,23,33,28.000000000000004,24,21,56.99999999999999,57.99999999999999,61,100,89,50,52,74,90,52,68,54,54,75,65,40,59,0,0,0,0,0,63,54,98,74,56.99999999999999,20,39,33,60,48,50,48,0,23,28.000000000000004,22,30,17,23,28.999999999999996,17,18,0,36,56.99999999999999,27,36,0,0,0,0,7.000000000000001,16,0,0,14.000000000000002,5,12,40,31,23,7.000000000000001,26
13-1081,189320,63106.666666666664,Logistics Analysts,3,"Transportation, Distribution & Logistics",Bachelor's degree,None,77030,Much faster than average,25,37,56.99999999999999,0,0,0,0,23,9,0,16,14.000000000000002,12,0,10,14.000000000000002,4,50,34,0,0,0,0,0,53,5,25,21,9,22,11,35,19,21,16,38,48,36,96,90,50,56.00000000000001,60,83,60,74,60,38,61,23,25,41,0,11,0,9,0,62,68,100,79,75,14.000000000000002,40,26,53,54,55.00000000000001,55.00000000000001,0,47,22,23,21,11,23,26,14.000000000000002,18,0,40,52,23,38,0,0,0,0,0,9,0,0,16,4,10,64,30,18,5,23
13-1081,189320,63106.666666666664,Logistics Engineers,3,"Transportation, Distribution & Logistics",Bachelor's degree,None,77030,Much faster than average,32,54,56.99999999999999,0,0,11,11,27,11,0,25,19,0,0,0,5,0,53,24,0,0,0,0,0,56.00000000000001,3,13,18,8,19,14.000000000000002,37,25,21,16,41,54,37,91,84,37,41,60,83,61,79,61,43,61,39,25,38,0,0,0,0,0,47,60,100,79,57.99999999999999,19,72,64,51,56.99999999999999,55.00000000000001,55.00000000000001,0,18,11,14.000000000000002,28.000000000000004,14.000000000000002,21,21,0,0,0,28.000000000000004,35,19,35,0,0,0,0,0,11,0,0,8,3,5,32,25,23,4,23
13-1111,768450,768450,Management Analysts,1,Business Management & Administration,Bachelor's degree,None,93000,Faster than average,13,59,61,0,0,0,0,16,0,11,0,0,37,0,14.000000000000002,10,2,41,43,0,0,0,0,0,23,1,15,11,1,27,5,24,15,15,0,73,64,54,95,82,44,56.00000000000001,44,83,70,80,53,54,76,72,36,68,0,0,0,0,0,59,46,98,76,27,0,42,38,61,46,45,43,0,8,7.000000000000001,2,15,4,0,0,25,36,0,56.99999999999999,26,65,45,0,0,0,0,0,14.000000000000002,0,0,3,1,2,16,28.999999999999996,20,2,12
13-1121,98150,98150,"Meeting, Convention, and Event Planners",1,Business Management & Administration,Bachelor's degree,None,49470,Much faster than average,5,37,59,0,13,9,11,28.999999999999996,28.999999999999996,11,36,0,14.000000000000002,19,12,3,0,72,55.00000000000001,11,0,14.000000000000002,0,0,41,0,38,28.000000000000004,6,50,3,10,33,23,34,40,66,49,99,98,53,63,93,95,50,61,53,39,73,49,77,63,0,25,21,32,9,59,57.99999999999999,97,74,56.00000000000001,18,21,36,15,36,41,43,7.000000000000001,43,11,7.000000000000001,35,7.000000000000001,44,53,26,37,31,50,28.000000000000004,28.000000000000004,20,16,25,23,25,20,32,25,0,42,10,16,69,52,41,21,55.00000000000001
13-1131,82080,82080,Fundraisers,1,Business Management & Administration,Bachelor's degree,None,60660,Much faster than average,7.000000000000001,18,56.99999999999999,0,0,0,0,25,0,5,0,0,12,0,0,3,6,56.00000000000001,43,0,0,0,0,0,18,0,7.000000000000001,10,1,61,4,20,19,16,23,52,47,47,99,91,38,43,92,85,57.99999999999999,64,53,55.00000000000001,78,73,69,71,0,7.000000000000001,0,0,0,62,54,100,66,45,0,8,23,16,43,41,43,0,17,6,0,4,6,15,18,14.000000000000002,30,14.000000000000002,50,22,37,54,0,0,0,0,0,9,0,0,5,4,5,33,31,28.000000000000004,3,22
13-1141,87750,87750,"Compensation, Benefits, and Job Analysis Specialists",1,Business Management & Administration,Bachelor's degree,None,64120,Average,21,45,56.99999999999999,0,0,0,0,21,7.000000000000001,0,0,0,28.000000000000004,19,13,7.000000000000001,3,32,28.999999999999996,0,0,0,0,0,15,0,6,4,1,8,1,14.000000000000002,4,3,0,79,38,26,94,88,38,48,33,78,55.00000000000001,74,49,47,73,32,17,45,0,7.000000000000001,0,5,0,74,54,100,88,75,17,18,18,23,48,48,50,0,35,2,2,2,0,14.000000000000002,12,18,27,0,41,20,37,28.000000000000004,0,0,0,0,0,9,0,0,8,4,6,59,21,17,2,10
13-1151,336030,336030,Training and Development Specialists,1,Business Management & Administration,Bachelor's degree,None,61570,Faster than average,5,55.00000000000001,61,0,0,0,0,30,0,0,8,0,39,0,0,11,2,59,38,0,0,0,0,0,0,2,6,4,2,13,4,13,6,7.000000000000001,0,63,57.99999999999999,35,94,89,40,50,49,91,63,62,50,23,69,50,38,61,0,0,0,0,0,57.99999999999999,55.00000000000001,99,69,34,0,12,17,17,37,37,34,0,24,6,2,5,1,17,37,21,33,14.000000000000002,53,16,56.00000000000001,71,0,0,0,0,0,27,0,0,8,7.000000000000001,6,26,46,22,3,30
