code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,equipment_maintenance.l,repairing.l,manual_dexterity.l,medicine_and_dentistry.l,exposed_to_disease_or_infections.l,physical_proximity.l,very_hot_or_cold_temperatures.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,outdoors_exposed_to_weather.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,deal_with_external_customers.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,sales_and_marketing.l,selling_or_influencing_others.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,administrative.l,electronic_mail.l,importance_of_repeating_same_tasks.l,building_and_construction.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,pace_determined_by_speed_of_equipment.l,handling_and_moving_objectives.l,history_and_archeology.l,fine_arts.l,public_speaking.l,extent_flexibility.l,stamina.l,spend_time_bending_or_twisting_the_body.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l
13-1081,189320,63106.666666666664,Logisticians,3,"Transportation, Distribution & Logistics",Bachelor's degree,None,77030,Much faster than average,25,56.99999999999999,55.00000000000001,0,0,0,0,8,57.99999999999999,27,36,23,28.000000000000004,56.99999999999999,57.99999999999999,61,89,50,74,52,68,54,54,65,59,0,0,0,63,98,56.99999999999999,20,33,60,48,50,48,23,17,28.999999999999996,17,0,36,0,0,14.000000000000002,12,40,31,23
13-1081,189320,63106.666666666664,Logistics Analysts,3,"Transportation, Distribution & Logistics",Bachelor's degree,None,77030,Much faster than average,25,37,56.99999999999999,0,0,9,0,4,50,21,22,11,19,38,48,36,90,50,60,60,74,60,38,23,41,11,0,9,62,100,75,14.000000000000002,26,53,54,55.00000000000001,55.00000000000001,47,11,26,14.000000000000002,0,38,0,0,16,10,64,30,18
13-1081,189320,63106.666666666664,Logistics Engineers,3,"Transportation, Distribution & Logistics",Bachelor's degree,None,77030,Much faster than average,32,54,56.99999999999999,11,11,11,0,0,53,18,19,14.000000000000002,25,41,54,37,84,37,60,61,79,61,43,39,38,0,0,0,47,100,57.99999999999999,19,64,51,56.99999999999999,55.00000000000001,55.00000000000001,18,14.000000000000002,21,0,0,35,0,0,8,5,32,25,23
13-1111,768450,768450,Management Analysts,1,Business Management & Administration,Bachelor's degree,None,93000,Faster than average,13,59,61,0,0,0,0,2,41,11,27,5,15,73,64,54,82,44,44,70,80,53,54,72,68,0,0,0,59,98,27,0,38,61,46,45,43,8,4,0,25,0,45,0,0,3,2,16,28.999999999999996,20
13-1121,98150,98150,"Meeting, Convention, and Event Planners",1,Business Management & Administration,Bachelor's degree,None,49470,Much faster than average,5,37,59,9,11,28.999999999999996,19,0,72,28.000000000000004,50,3,33,40,66,49,98,53,93,50,61,53,39,49,63,25,21,32,59,97,56.00000000000001,18,36,15,36,41,43,43,7.000000000000001,53,26,31,20,25,25,42,16,69,52,41
13-1131,82080,82080,Fundraisers,1,Business Management & Administration,Bachelor's degree,None,60660,Much faster than average,7.000000000000001,18,56.99999999999999,0,0,0,0,6,56.00000000000001,10,61,4,19,52,47,47,91,38,92,57.99999999999999,64,53,55.00000000000001,73,71,7.000000000000001,0,0,62,100,45,0,23,16,43,41,43,17,6,18,14.000000000000002,14.000000000000002,54,0,0,5,5,33,31,28.000000000000004
13-1141,87750,87750,"Compensation, Benefits, and Job Analysis Specialists",1,Business Management & Administration,Bachelor's degree,None,64120,Average,21,45,56.99999999999999,0,0,7.000000000000001,19,3,32,4,8,1,4,79,38,26,88,38,33,55.00000000000001,74,49,47,32,45,7.000000000000001,0,5,74,100,75,17,18,23,48,48,50,35,0,12,18,0,28.000000000000004,0,0,8,6,59,21,17
13-1151,336030,336030,Training and Development Specialists,1,Business Management & Administration,Bachelor's degree,None,61570,Faster than average,5,55.00000000000001,61,0,0,0,0,2,59,4,13,4,6,63,57.99999999999999,35,89,40,49,63,62,50,23,50,61,0,0,0,57.99999999999999,99,34,0,17,17,37,37,34,24,1,37,21,14.000000000000002,71,0,0,8,6,26,46,22
13-1161,727540,363770,Market Research Analysts and Marketing Specialists,2,Marketing,Bachelor's degree,None,63920,Much faster than average,28.999999999999996,45,64,0,0,0,0,0,36,6,14.000000000000002,0,11,46,60,39,81,37,64,77,84,61,50,76,70,0,0,0,63,100,49,0,25,28.999999999999996,48,54,55.00000000000001,16,3,9,26,0,41,0,0,3,2,31,22,9
13-1161,727540,363770,Search Marketing Strategists,2,Information Technology,Bachelor's degree,None,63920,Much faster than average,30,32,59,0,0,5,0,0,38,0,6,0,1,30,49,35,64,27,27,56.99999999999999,70,55.00000000000001,27,80,62,7.000000000000001,0,7.000000000000001,63,98,46,0,38,22,41,41,41,28.000000000000004,3,0,0,8,28.000000000000004,0,0,1,1,31,16,4
13-1199,1030330,343443.3333333333,Business Continuity Planners,3,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,74670,Average,18,39,66,0,0,0,11,1,49,5,15,0,5,47,52,28.999999999999996,82,30,49,51,65,56.00000000000001,30,34,54,0,0,0,64,98,38,19,36,39,41,45,45,23,1,12,17,0,41,0,0,0,1,26,23,18
13-1199,1030330,343443.3333333333,Online Merchants,3,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,74670,Average,25,21,52,0,0,7.000000000000001,0,0,49,12,37,7.000000000000001,14.000000000000002,44,49,27,87,55.00000000000001,79,40,67,66,53,74,61,0,0,0,69,100,61,21,39,47,45,46,48,28.000000000000004,4,42,0,18,15,0,0,13,7.000000000000001,49,28.000000000000004,17
13-1199,1030330,343443.3333333333,Sustainability Specialists,3,Business Management & Administration,Bachelor's degree,Long-term on-the-job training,74670,Average,9,30,59,0,0,0,0,4,46,13,35,6,32,48,57.99999999999999,37,79,36,56.00000000000001,53,72,49,47,61,67,0,0,0,50,100,32,49,48,47,41,41,43,10,5,28.999999999999996,30,12,44,0,0,3,5,16,25,20
13-2011,1318550,1318550,Accountants and Auditors,1,Finance,Bachelor's degree,None,77250,Average,14.000000000000002,38,56.99999999999999,0,0,0,0,1,46,7.000000000000001,20,1,7.000000000000001,43,56.99999999999999,47,89,36,69,60,76,62,83,0,43,0,0,0,64,100,71,0,0,16,56.99999999999999,60,57.99999999999999,23,2,22,0,0,25,0,0,5,2,40,20,14.000000000000002
13-2023,78700,78700,Appraisers and Assessors of Real Estate,1,Government & Public Administration,Bachelor's degree,Long-term on-the-job training,61340,Slower than average,8,12,55.00000000000001,0,0,18,0,1,46,44,72,5,72,32,39,26,80,44,72,54,71,53,44,30,28.000000000000004,26,20,26,65,87,68,52,36,0,53,48,47,33,3,26,0,0,19,0,0,14.000000000000002,9,36,31,28.000000000000004
13-2031,47440,47440,Budget Analysts,1,Finance,Bachelor's degree,None,79940,Slower than average,16,43,55.00000000000001,0,0,0,0,6,43,4,5,0,4,52,40,27,88,37,42,54,74,51,73,0,24,0,0,0,67,100,77,0,0,0,50,61,59,36,8,15,10,0,25,0,0,13,7.000000000000001,48,19,15
13-2041,68770,68770,Credit Analysts,1,Finance,Bachelor's degree,None,77440,Decline,14.000000000000002,34,56.99999999999999,0,0,9,0,0,45,1,9,0,4,23,26,26,68,25,35,53,74,45,74,28.999999999999996,26,7.000000000000001,0,11,59,100,78,16,0,28.999999999999996,59,63,59,21,1,7.000000000000001,13,0,34,0,0,5,1,51,16,8
13-2052,263030,263030,Personal Financial Advisors,1,Finance,Bachelor's degree,Long-term on-the-job training,94170,Slower than average,14.000000000000002,36,56.99999999999999,0,0,0,0,1,37,0,19,1,1,47,47,42,79,32,77,63,70,52,64,60,61,0,0,0,49,98,52,0,0,0,55.00000000000001,63,54,26,0,0,20,0,34,0,0,3,1,34,20,7.000000000000001
13-2053,107690,107690,Insurance Underwriters,1,Finance,Bachelor's degree,Moderate-term on-the-job training,76390,Decline,11,25,55.00000000000001,0,0,11,18,1,52,2,13,0,5,25,27,23,88,56.99999999999999,64,47,67,41,39,54,52,13,0,11,51,100,63,16,0,25,41,39,41,47,4,13,0,0,23,0,0,3,2,55.00000000000001,18,10
13-2061,60750,60750,Financial Examiners,1,Government & Public Administration,Bachelor's degree,Long-term on-the-job training,81410,Much faster than average,14.000000000000002,43,59,0,0,0,0,0,61,2,24,0,0,35,31,42,90,34,56.00000000000001,61,73,45,66,11,34,0,0,0,47,99,43,0,0,12,55.00000000000001,56.99999999999999,55.00000000000001,6,6,0,7.000000000000001,0,34,0,0,4,2,27,21,15
13-2071,31230,31230,Credit Counselors,1,Human Services,Bachelor's degree,Moderate-term on-the-job training,47580,Average,11,14.000000000000002,56.99999999999999,0,0,9,0,6,37,2,9,0,9,19,24,13,87,63,65,40,56.99999999999999,42,46,51,39,9,0,13,61,96,77,0,0,15,43,45,45,66,7.000000000000001,19,10,0,40,0,0,11,3,61,20,12
13-2072,340170,340170,Loan Officers,1,Finance,Bachelor's degree,Moderate-term on-the-job training,63380,Slower than average,13,20,56.99999999999999,0,0,14.000000000000002,0,9,54,8,26,0,23,38,36,26,96,57.99999999999999,89,55.00000000000001,67,47,60,63,55.00000000000001,13,0,14.000000000000002,49,100,61,15,0,34,45,50,45,60,9,10,13,0,34,0,0,13,1,40,28.999999999999996,19
13-2081,52270,52270,"Tax Examiners and Collectors, and Revenue Agents",1,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,56780,Decline,13,21,50,0,0,14.000000000000002,0,5,56.99999999999999,11,30,7.000000000000001,14.000000000000002,33,26,24,95,69,91,56.00000000000001,75,53,71,23,25,14.000000000000002,0,14.000000000000002,68,90,88,0,0,28.999999999999996,46,54,45,40,12,21,0,0,16,0,0,13,9,56.00000000000001,27,21
13-2082,83190,83190,Tax Preparers,1,Finance,High school diploma or equivalent,Moderate-term on-the-job training,46290,Slower than average,9,13,46,0,0,14.000000000000002,0,6,41,2,4,0,2,42,36,34,80,41,73,56.99999999999999,68,57.99999999999999,61,45,31,7.000000000000001,0,16,55.00000000000001,89,82,0,0,30,46,52,48,60,9,25,0,0,14.000000000000002,0,0,11,6,52,19,10
13-2099,123200,61600,Financial Quantitative Analysts,2,Finance,Master's degree,Short-term on-the-job training,73240,Average,0,0,56.99999999999999,0,0,18,0,0,46,0,4,0,1,25,37,34,64,31,34,69,90,76,70,44,54,14.000000000000002,0,16,27,100,53,0,37,25,70,68,68,40,0,0,19,0,39,0,0,0,0,27,14.000000000000002,4
13-2099,123200,61600,"Fraud Examiners, Investigators and Analysts",2,Finance,Bachelor's degree,Long-term on-the-job training,73240,Average,14.000000000000002,0,61,0,0,0,16,5,52,15,43,3,18,51,61,51,77,53,71,61,76,57.99999999999999,66,34,45,13,13,0,51,97,70,13,0,31,43,39,43,23,8,25,13,0,33,0,0,11,7.000000000000001,33,27,20
15-1211,505150,252575,Computer Systems Analysts,2,Information Technology,Bachelor's degree,None,99270,Average,52,52,59,7.000000000000001,9,18,0,5,48,5,5,0,3,22,23,16,80,43,56.99999999999999,52,69,69,17,14.000000000000002,32,23,0,23,42,100,79,0,31,22,50,50,52,71,7.000000000000001,22,0,0,35,0,0,6,11,68,21,18
15-1211,505150,252575,Health Informatics Specialists,2,Information Technology,Bachelor's degree,None,99270,Average,45,41,63,0,0,25,56.00000000000001,47,60,5,16,0,4,50,53,51,82,59,61,67,77,68,34,45,64,27,0,25,72,100,81,14.000000000000002,44,42,41,43,43,56.00000000000001,11,31,14.000000000000002,0,56.99999999999999,0,0,12,9,65,28.999999999999996,25
15-1212,157220,157220,Information Security Analysts,1,Information Technology,Bachelor's degree,None,102600,Much faster than average,32,36,56.99999999999999,13,11,23,0,1,52,20,20,2,13,43,39,35,83,41,47,57.99999999999999,74,75,31,13,34,21,0,25,45,99,57.99999999999999,15,39,32,34,39,41,52,6,33,0,0,27,11,0,10,16,45,33,25
15-1221,30840,30840,Computer and Information Research Scientists,1,"Science, Technology, Engineering & Mathematics",Master's degree,None,131490,Much faster than average,64,55.00000000000001,61,0,0,23,0,0,33,4,2,1,2,39,38,31,86,28.000000000000004,67,75,90,86,30,42,33,28.999999999999996,0,25,38,100,31,17,64,35,63,54,61,44,16,23,14.000000000000002,10,53,0,0,5,7.000000000000001,36,19,9
15-1231,176200,176200,Computer Network Support Specialists,1,Information Technology,Associate's degree,None,62760,Average,0,27,54,39,43,32,0,13,55.00000000000001,11,42,1,13,28.000000000000004,34,31,93,44,63,39,56.99999999999999,80,15,8,22,30,28.999999999999996,37,53,98,68,21,44,38,37,36,34,53,19,41,0,0,23,20,0,22,23,57.99999999999999,36,35
15-1232,654310,654310,Computer User Support Specialists,1,Information Technology,"Some college, no degree",None,49770,Average,30,39,52,32,34,36,0,8,64,2,6,1,38,18,40,15,97,35,59,45,56.99999999999999,71,0,0,22,34,27,39,36,100,59,0,0,14.000000000000002,30,32,37,36,5,65,0,0,32,25,14.000000000000002,6,16,37,33,25
15-1241,168830,84415,Computer Network Architects,2,Information Technology,Bachelor's degree,None,120520,Average,48,0,61,34,21,25,0,0,39,8,6,4,9,37,49,50,68,31,43,69,77,90,28.999999999999996,32,44,28.999999999999996,0,25,28.999999999999996,100,35,19,73,33,55.00000000000001,46,50,25,11,27,0,0,32,20,0,8,13,27,25,16
15-1241,168830,84415,Telecommunications Engineering Specialists,2,Information Technology,Bachelor's degree,None,120520,Average,28.999999999999996,32,55.00000000000001,37,32,37,0,8,51,26,41,12,35,28.999999999999996,57.99999999999999,27,88,39,68,56.99999999999999,68,67,35,46,48,30,20,39,47,100,47,41,54,37,43,43,43,36,8,46,0,0,32,34,21,20,20,23,46,28.999999999999996
15-1242,85870,85870,Database Administrators,1,Information Technology,Bachelor's degree,Long-term on-the-job training,96710,Average,55.00000000000001,48,56.99999999999999,0,0,20,0,4,52,3,17,3,8,28.000000000000004,33,28.999999999999996,86,28.000000000000004,44,47,72,76,24,0,30,25,0,27,50,0,55.00000000000001,0,39,39,50,48,48,60,8,36,0,0,27,0,0,24,6,65,20,12
15-1243,50440,25220,Data Warehousing Specialists,2,Information Technology,Bachelor's degree,Long-term on-the-job training,123430,Average,54,48,56.99999999999999,0,0,0,0,0,45,1,2,0,0,37,41,40,61,26,23,63,81,83,35,27,30,0,0,0,32,100,60,0,48,31,46,46,45,28.999999999999996,0,0,0,0,23,0,0,3,0,52,19,11
15-1243,50440,25220,Database Architects,2,Information Technology,Bachelor's degree,Long-term on-the-job training,123430,Average,59,0,55.00000000000001,0,0,16,0,1,46,2,5,0,2,28.999999999999996,37,42,78,40,43,66,81,88,28.999999999999996,17,45,14.000000000000002,0,20,34,99,68,0,66,24,48,43,45,49,9,11,0,0,48,0,0,2,1,63,18,6
15-1244,316760,316760,Network and Computer Systems Administrators,1,Information Technology,Bachelor's degree,None,80600,Average,55.00000000000001,46,54,50,45,30,0,3,54,16,28.999999999999996,1,11,31,45,0,87,52,20,53,67,87,24,21,25,30,20,36,51,97,57.99999999999999,20,49,32,48,43,45,36,8,51,0,0,13,28.999999999999996,0,18,18,53,26,17
15-1251,152610,152610,Computer Programmers,1,Information Technology,Bachelor's degree,None,93000,Decline,70,54,54,0,0,14.000000000000002,0,0,39,1,9,0,5,30,34,26,79,30,32,62,81,86,30,0,38,16,0,16,46,100,54,0,47,37,45,45,45,54,3,11,0,0,37,0,0,7.000000000000001,5,56.99999999999999,16,15
15-1253,190120,190120,Software Quality Assurance Analysts and Testers,1,Information Technology,Bachelor's degree,Long-term on-the-job training,98220,Much faster than average,50,48,55.00000000000001,0,0,25,0,0,47,2,4,2,4,22,35,24,79,36,20,52,72,69,15,11,28.999999999999996,25,0,27,39,96,57.99999999999999,0,40,19,32,36,41,47,4,17,0,0,33,0,0,4,1,56.99999999999999,19,8
15-1254,84820,84820,Web Developers,1,Information Technology,Postsecondary nondegree award,Moderate-term on-the-job training,77030,Faster than average,61,56.99999999999999,52,0,0,28.999999999999996,0,1,44,2,1,0,1,19,35,32,72,38,37,51,74,68,25,33,36,23,0,27,46,95,79,0,46,19,41,43,41,55.00000000000001,1,11,0,26,24,0,0,4,4,76,17,12
15-1255,82380,82380,Video Game Designers,1,Information Technology,Bachelor's degree,Long-term on-the-job training,79890,Faster than average,56.99999999999999,0,52,0,0,28.999999999999996,0,0,51,1,4,3,1,37,31,41,87,33,25,54,66,71,12,39,45,25,0,28.999999999999996,46,99,43,0,80,23,43,39,43,57.99999999999999,1,14.000000000000002,30,50,35,0,0,1,1,51,19,10
15-1299,370190,74038,Computer Systems Engineers/Architects,5,Information Technology,Bachelor's degree,None,95270,Average,59,64,64,16,13,20,0,4,46,4,8,4,5,42,52,45,78,36,49,73,86,89,33,28.999999999999996,50,23,0,20,46,100,55.00000000000001,0,64,41,46,46,46,46,8,14.000000000000002,13,0,45,0,0,6,7.000000000000001,55.00000000000001,24,13
15-1299,370190,74038,Document Management Specialists,5,Information Technology,Bachelor's degree,None,95270,Average,27,32,56.99999999999999,0,0,25,0,0,47,6,21,0,5,46,53,45,70,36,47,46,63,51,28.999999999999996,51,46,25,0,27,69,100,59,9,28.999999999999996,35,32,37,37,41,22,34,16,0,41,0,0,9,8,30,28.999999999999996,21
15-1299,370190,74038,Geographic Information Systems Technologists and Technicians,5,Information Technology,Bachelor's degree,None,95270,Average,43,0,56.99999999999999,0,0,26,0,4,45,15,30,4,25,0,42,0,67,23,53,63,81,71,21,33,31,28.999999999999996,0,27,53,98,75,17,59,0,55.00000000000001,49,55.00000000000001,65,15,27,34,0,36,0,0,6,5,68,17,12
15-1299,370190,74038,Information Technology Project Managers,5,Information Technology,Bachelor's degree,None,95270,Average,23,36,56.99999999999999,0,0,0,0,5,51,6,14.000000000000002,4,11,55.00000000000001,74,61,89,56.00000000000001,64,69,76,74,51,49,61,0,0,0,59,99,63,34,50,47,45,45,45,25,22,28.000000000000004,0,0,57.99999999999999,0,0,9,9,31,28.999999999999996,21
15-1299,370190,74038,Web Administrators,5,Information Technology,Bachelor's degree,None,95270,Average,41,50,55.00000000000001,0,0,27,0,0,41,1,11,5,6,34,46,35,65,30,44,62,72,77,23,60,37,23,0,23,54,99,64,0,54,27,30,41,43,54,9,20,14.000000000000002,21,28.999999999999996,0,0,4,6,55.00000000000001,25,9
15-2011,23040,23040,Actuaries,1,Finance,Bachelor's degree,Long-term on-the-job training,105900,Much faster than average,39,48,56.99999999999999,0,0,0,20,0,35,1,6,0,0,53,43,54,66,23,42,74,87,67,75,48,46,0,0,0,41,100,52,0,22,20,70,71,71,21,0,0,0,0,33,0,0,3,2,35,17,7.000000000000001
15-2021,1770,1770,Mathematicians,1,"Science, Technology, Engineering & Mathematics",Master's degree,None,108100,Slower than average,37,37,68,0,0,0,10,2,34,3,1,0,5,22,34,33,66,22,30,78,91,68,24,18,28.000000000000004,0,0,0,17,98,38,0,28.999999999999996,0,86,75,86,16,6,11,11,0,45,0,0,1,1,20,27,13
15-2031,98700,98700,Operations Research Analysts,1,Business Management & Administration,Bachelor's degree,None,82360,Much faster than average,39,63,56.99999999999999,0,0,0,0,3,41,1,11,1,6,33,35,43,67,18,38,77,87,77,49,44,60,0,0,0,28.000000000000004,100,36,0,39,48,68,64,68,25,3,0,13,0,40,0,0,0,0,48,15,8
15-2041,31370,15685,Biostatisticians,2,"Science, Technology, Engineering & Mathematics",Master's degree,None,95570,Much faster than average,56.99999999999999,48,70,0,0,7.000000000000001,42,2,41,3,3,0,2,41,33,40,68,28.000000000000004,44,73,75,65,23,23,30,5,0,7.000000000000001,43,93,43,0,25,22,73,59,71,28.999999999999996,8,12,0,0,38,0,0,5,1,36,23,13
15-2041,31370,15685,Statisticians,2,"Science, Technology, Engineering & Mathematics",Master's degree,None,95570,Much faster than average,52,50,70,0,0,0,22,3,36,4,4,0,4,25,41,33,70,21,30,86,89,71,21,20,38,0,0,0,28.000000000000004,96,36,0,20,14.000000000000002,82,73,77,23,1,0,0,0,38,0,0,1,0,35,20,13
15-2051,105980,52990,Business Intelligence Analysts,2,Information Technology,Bachelor's degree,Long-term on-the-job training,100910,Much faster than average,36,23,61,0,0,0,0,4,45,0,9,0,3,23,28.999999999999996,26,70,30,31,67,78,54,46,51,50,0,0,0,59,98,56.00000000000001,0,20,24,55.00000000000001,52,54,24,3,0,0,0,38,0,0,1,0,50,16,12
15-2051,105980,52990,Clinical Data Managers,2,"Science, Technology, Engineering & Mathematics",Bachelor's degree,Long-term on-the-job training,100910,Much faster than average,52,48,59,0,0,5,39,6,48,1,6,0,1,31,35,34,81,37,45,56.00000000000001,81,61,13,18,36,0,0,5,53,100,70,0,30,21,55.00000000000001,46,52,34,4,9,0,0,31,0,0,5,3,48,11,8
15-2099,3970,3970,Bioinformatics Technicians,1,Government & Public Administration,Bachelor's degree,Long-term on-the-job training,62460,Much faster than average,43,0,59,0,0,0,37,11,59,3,8,1,4,25,27,20,72,21,46,76,93,75,0,25,23,0,0,0,44,97,53,0,48,25,55.00000000000001,48,59,30,3,20,0,0,30,0,0,7.000000000000001,7.000000000000001,48,18,10
17-1011,100400,100400,"Architects, Except Landscape and Naval",1,Architecture & Construction,Bachelor's degree,Internship/residency,80180,Slower than average,18,63,59,0,0,25,0,1,54,30,40,0,41,52,56.99999999999999,54,89,44,66,54,62,65,50,59,51,30,16,27,57.99999999999999,99,53,86,97,49,59,59,55.00000000000001,44,4,39,46,50,43,0,0,10,16,53,26,24
17-1012,17430,17430,Landscape Architects,1,Architecture & Construction,Bachelor's degree,Internship/residency,67950,Little or no change,11,54,55.00000000000001,0,0,25,12,1,48,28.999999999999996,55.00000000000001,6,50,53,62,60,87,39,74,50,62,62,41,59,56.99999999999999,27,13,25,60,99,44,77,87,31,45,45,45,47,10,35,51,61,46,0,0,8,6,45,32,23
17-1021,12610,12610,Cartographers and Photogrammetrists,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,68900,Average,16,11,55.00000000000001,7.000000000000001,0,28.999999999999996,0,0,54,20,31,3,26,34,35,0,80,28.000000000000004,81,48,75,56.99999999999999,0,0,0,41,0,39,51,97,63,19,61,38,45,45,43,78,0,18,18,0,32,11,0,19,14.000000000000002,63,21,10
